ID,Oceans,Microplastics Measurement (density),Unit,Concentration Class,Latitude,Longitude,Date,Water Sample Depth (m)
305,Atlantic Ocean,0.0024,pieces/m3,Low,39.29,-65.69,1991-10-14,0.0
306,Atlantic Ocean,0.051836,pieces/m3,Medium,36.87,-65.08,1991-10-14,0.0
307,Atlantic Ocean,0.047516,pieces/m3,Medium,36.87,-65.08,1991-10-14,0.0
308,Atlantic Ocean,0.092872,pieces/m3,Medium,36.23,-64.02,1991-10-14,0.0
309,Atlantic Ocean,0.047516,pieces/m3,Medium,36.23,-64.02,1991-10-14,0.0
310,Atlantic Ocean,0.011788,pieces/m3,Medium,38.43,-64.51,1991-10-15,0.0
311,Atlantic Ocean,0.0216,pieces/m3,Medium,35.95,-63.82,1991-10-15,0.0
312,Atlantic Ocean,0.075592,pieces/m3,Medium,35.95,-63.82,1991-10-15,0.0
313,Atlantic Ocean,0.0108,pieces/m3,Medium,35.17,-58.58,1991-10-17,0.0
314,Atlantic Ocean,0.146868,pieces/m3,Medium,35.17,-58.58,1991-10-17,0.0
315,Atlantic Ocean,0.0216,pieces/m3,Medium,37.45,-57.42,1991-10-17,0.0
316,Atlantic Ocean,0.007716,pieces/m3,Medium,37.45,-57.42,1991-10-17,0.0
317,Atlantic Ocean,0.071276,pieces/m3,Medium,35.88,-58.98,1991-10-17,0.0
318,Atlantic Ocean,0.073436,pieces/m3,Medium,35.88,-58.98,1991-10-17,0.0
319,Atlantic Ocean,0.0,pieces/m3,Very Low,37.9,-58.8,1991-10-17,0.0
320,Atlantic Ocean,0.00292,pieces/m3,Low,37.9,-58.8,1991-10-17,0.0
321,Atlantic Ocean,0.02376,pieces/m3,Medium,35.88,-58.03,1991-10-18,0.0
322,Atlantic Ocean,0.036716,pieces/m3,Medium,35.88,-58.03,1991-10-18,0.0
323,Atlantic Ocean,0.035996,pieces/m3,Medium,31.9,-57.12,1991-10-19,0.0
324,Atlantic Ocean,0.009816,pieces/m3,Medium,31.9,-57.12,1991-10-19,0.0
325,Atlantic Ocean,0.084232,pieces/m3,Medium,31.27,-57.37,1991-10-19,0.0
326,Atlantic Ocean,0.035096,pieces/m3,Medium,31.87,-57.0,1991-10-19,0.0
327,Atlantic Ocean,0.028076,pieces/m3,Medium,31.27,-57.37,1991-10-19,0.0
328,Atlantic Ocean,0.043196,pieces/m3,Medium,31.87,-57.0,1991-10-19,0.0
329,Atlantic Ocean,0.066956,pieces/m3,Medium,29.97,-57.38,1991-10-19,0.0
330,Atlantic Ocean,0.060476,pieces/m3,Medium,29.97,-57.38,1991-10-19,0.0
331,Atlantic Ocean,0.041036,pieces/m3,Medium,29.42,-57.48,1991-10-19,0.0
332,Atlantic Ocean,0.079912,pieces/m3,Medium,29.42,-57.48,1991-10-19,0.0
333,Atlantic Ocean,0.120952,pieces/m3,Medium,28.78,-57.3,1991-10-20,0.0
334,Atlantic Ocean,0.058316,pieces/m3,Medium,28.78,-57.3,1991-10-20,0.0
335,Atlantic Ocean,0.034556,pieces/m3,Medium,31.18,-56.85,1991-10-20,0.0
336,Atlantic Ocean,0.08774,pieces/m3,Medium,31.18,-56.85,1991-10-20,0.0
337,Atlantic Ocean,0.032396,pieces/m3,Medium,26.1,-57.6,1991-10-22,0.0
338,Atlantic Ocean,0.00864,pieces/m3,Medium,26.1,-57.6,1991-10-22,0.0
339,Atlantic Ocean,0.01944,pieces/m3,Medium,24.8,-57.9,1991-10-22,0.0
340,Atlantic Ocean,0.0,pieces/m3,Very Low,24.8,-57.9,1991-10-22,0.0
341,Atlantic Ocean,0.0108,pieces/m3,Medium,24.07,-58.13,1991-10-22,0.0
343,Atlantic Ocean,0.00864,pieces/m3,Medium,22.98,-58.13,1991-10-23,0.0
344,Atlantic Ocean,0.0,pieces/m3,Very Low,22.98,-58.13,1991-10-23,0.0
345,Atlantic Ocean,0.0,pieces/m3,Very Low,22.05,-58.63,1991-10-24,0.0
346,Atlantic Ocean,0.0,pieces/m3,Very Low,21.52,-58.9,1991-10-24,0.0
348,Atlantic Ocean,0.045356,pieces/m3,Medium,21.37,-58.67,1991-10-25,0.0
349,Atlantic Ocean,0.01944,pieces/m3,Medium,21.37,-58.67,1991-10-25,0.0
350,Atlantic Ocean,0.0,pieces/m3,Very Low,21.52,-58.9,1991-10-25,0.0
351,Atlantic Ocean,0.01728,pieces/m3,Medium,20.68,-58.57,1991-10-25,0.0
352,Atlantic Ocean,0.00432,pieces/m3,Low,20.68,-58.57,1991-10-26,0.0
353,Atlantic Ocean,0.00216,pieces/m3,Low,19.27,-58.58,1991-10-27,0.0
354,Atlantic Ocean,0.0,pieces/m3,Very Low,19.27,-58.58,1991-10-27,0.0
355,Atlantic Ocean,0.00864,pieces/m3,Medium,17.43,-59.02,1991-10-27,0.0
356,Atlantic Ocean,0.0,pieces/m3,Very Low,17.43,-59.02,1991-10-28,0.0
357,Atlantic Ocean,0.0,pieces/m3,Very Low,15.95,-60.05,1991-10-28,0.0
358,Atlantic Ocean,0.0,pieces/m3,Very Low,14.18,-60.75,1991-10-29,0.0
359,Atlantic Ocean,0.0,pieces/m3,Very Low,15.95,-60.05,1991-10-29,0.0
360,Atlantic Ocean,0.0,pieces/m3,Very Low,14.18,-60.75,1991-10-30,0.0
361,Atlantic Ocean,0.0,pieces/m3,Very Low,13.97,-61.22,1991-10-30,0.0
362,Atlantic Ocean,0.00216,pieces/m3,Low,13.7,-61.2,1991-10-31,0.0
363,Atlantic Ocean,0.0,pieces/m3,Very Low,13.7,-61.2,1991-10-31,0.0
364,Atlantic Ocean,0.00216,pieces/m3,Low,13.12,-61.55,1991-10-31,0.0
365,Atlantic Ocean,0.0108,pieces/m3,Medium,13.12,-61.55,1991-10-31,0.0
366,Atlantic Ocean,0.0,pieces/m3,Very Low,12.0,-61.5,1991-10-31,0.0
367,Atlantic Ocean,0.0,pieces/m3,Very Low,12.0,-61.5,1991-11-01,0.0
368,Atlantic Ocean,0.0,pieces/m3,Very Low,12.25,-61.77,1991-11-02,0.0
369,Atlantic Ocean,0.00216,pieces/m3,Low,12.25,-61.77,1991-11-02,0.0
370,Atlantic Ocean,0.095032,pieces/m3,Medium,13.63,-59.38,1991-11-03,0.0
371,Atlantic Ocean,0.00508,pieces/m3,Medium,13.63,-59.38,1991-11-03,0.0
372,Atlantic Ocean,0.0,pieces/m3,Very Low,11.75,-59.38,1991-11-05,0.0
373,Atlantic Ocean,0.00432,pieces/m3,Low,13.3,-61.32,1991-11-08,0.0
374,Atlantic Ocean,0.00432,pieces/m3,Low,13.05,-61.3,1991-11-08,0.0
375,Atlantic Ocean,0.0,pieces/m3,Very Low,13.05,-61.3,1991-11-08,0.0
376,Atlantic Ocean,0.0,pieces/m3,Very Low,13.3,-61.32,1991-11-08,0.0
377,Atlantic Ocean,0.0,pieces/m3,Very Low,13.12,-61.53,1991-11-11,0.0
379,Atlantic Ocean,0.0,pieces/m3,Very Low,16.92,-62.7,1991-11-14,0.0
381,Atlantic Ocean,0.0,pieces/m3,Very Low,18.17,-64.72,1991-11-26,0.0
383,Atlantic Ocean,0.0,pieces/m3,Very Low,18.23,-64.58,1991-11-27,0.0
385,Atlantic Ocean,0.0,pieces/m3,Very Low,17.84,-65.0,1991-11-27,0.0
387,Atlantic Ocean,0.0,pieces/m3,Very Low,17.62,-64.97,1991-11-28,0.0
388,Atlantic Ocean,0.00216,pieces/m3,Low,17.62,-64.97,1991-11-28,0.0
389,Atlantic Ocean,0.00432,pieces/m3,Low,16.3,-64.72,1991-11-28,0.0
390,Atlantic Ocean,0.0027,pieces/m3,Low,13.7,-63.73,1991-11-29,0.0
391,Atlantic Ocean,0.0,pieces/m3,Very Low,13.7,-63.73,1991-11-29,0.0
392,Atlantic Ocean,0.00432,pieces/m3,Low,15.2,-63.7,1991-11-29,0.0
394,Atlantic Ocean,0.0,pieces/m3,Very Low,15.87,-63.85,1991-11-29,0.0
396,Atlantic Ocean,0.0,pieces/m3,Very Low,15.22,-64.37,1991-11-29,0.0
398,Atlantic Ocean,0.0,pieces/m3,Very Low,12.35,-64.25,1991-11-30,0.0
400,Atlantic Ocean,0.0,pieces/m3,Very Low,14.53,-63.27,1991-11-30,0.0
402,Atlantic Ocean,0.00432,pieces/m3,Low,13.63,-62.7,1991-11-30,0.0
403,Atlantic Ocean,0.00216,pieces/m3,Low,13.63,-62.7,1991-11-30,0.0
404,Atlantic Ocean,0.0,pieces/m3,Very Low,13.18,-62.07,1991-12-01,0.0
406,Atlantic Ocean,0.00216,pieces/m3,Low,10.75,-65.8,1991-12-05,0.0
407,Atlantic Ocean,0.0,pieces/m3,Very Low,10.75,-65.8,1991-12-05,0.0
408,Atlantic Ocean,0.00432,pieces/m3,Low,11.45,-64.6,1991-12-06,0.0
409,Atlantic Ocean,0.00648,pieces/m3,Medium,11.45,-64.6,1991-12-06,0.0
410,Atlantic Ocean,0.00432,pieces/m3,Low,11.25,-66.87,1991-12-08,0.0
411,Atlantic Ocean,0.0,pieces/m3,Very Low,11.25,-66.87,1991-12-08,0.0
412,Atlantic Ocean,0.034556,pieces/m3,Medium,31.98,-66.37,1992-05-04,0.0
413,Atlantic Ocean,0.028076,pieces/m3,Medium,31.98,-66.37,1992-05-04,0.0
414,Atlantic Ocean,0.030236,pieces/m3,Medium,31.57,-67.18,1992-05-04,0.0
415,Atlantic Ocean,0.038876,pieces/m3,Medium,31.57,-67.18,1992-05-04,0.0
416,Atlantic Ocean,0.060476,pieces/m3,Medium,32.1,-64.95,1992-05-06,0.0
417,Atlantic Ocean,0.053996,pieces/m3,Medium,32.1,-64.95,1992-05-06,0.0
418,Atlantic Ocean,0.01944,pieces/m3,Medium,31.57,-65.83,1992-05-06,0.0
419,Atlantic Ocean,0.075592,pieces/m3,Medium,31.57,-65.83,1992-05-06,0.0
420,Atlantic Ocean,0.041036,pieces/m3,Medium,31.0,-66.49,1992-05-06,0.0
421,Atlantic Ocean,0.01944,pieces/m3,Medium,31.0,-66.49,1992-05-06,0.0
422,Atlantic Ocean,0.01728,pieces/m3,Medium,33.63,-64.68,1992-05-10,0.0
423,Atlantic Ocean,0.00432,pieces/m3,Low,33.63,-64.68,1992-05-10,0.0
424,Atlantic Ocean,0.069116,pieces/m3,Medium,34.1,-64.92,1992-05-10,0.0
425,Atlantic Ocean,0.086392,pieces/m3,Medium,34.1,-64.92,1992-05-10,0.0
426,Atlantic Ocean,0.00432,pieces/m3,Low,35.18,-65.78,1992-05-11,0.0
427,Atlantic Ocean,0.00864,pieces/m3,Medium,35.18,-65.78,1992-05-11,0.0
428,Atlantic Ocean,0.086392,pieces/m3,Medium,34.67,-65.48,1992-05-11,0.0
429,Atlantic Ocean,0.045356,pieces/m3,Medium,34.67,-65.48,1992-05-11,0.0
430,Atlantic Ocean,0.105832,pieces/m3,Medium,33.54,-64.24,1992-05-12,0.0
431,Atlantic Ocean,0.01512,pieces/m3,Medium,33.54,-64.24,1992-05-12,0.0
432,Atlantic Ocean,0.0108,pieces/m3,Medium,32.67,-64.48,1992-05-12,0.0
433,Atlantic Ocean,0.00432,pieces/m3,Low,32.67,-64.48,1992-05-12,0.0
434,Atlantic Ocean,0.00216,pieces/m3,Low,35.85,-65.93,1992-05-12,0.0
436,Atlantic Ocean,0.018148,pieces/m3,Medium,38.15,-64.77,1992-05-13,0.0
437,Atlantic Ocean,0.01728,pieces/m3,Medium,38.15,-64.77,1992-05-13,0.0
438,Atlantic Ocean,0.095032,pieces/m3,Medium,35.47,-63.87,1992-05-13,0.0
439,Atlantic Ocean,0.0108,pieces/m3,Medium,34.6,-63.75,1992-05-13,0.0
441,Atlantic Ocean,0.02376,pieces/m3,Medium,35.47,-63.87,1992-05-13,0.0
442,Atlantic Ocean,0.161988,pieces/m3,Medium,36.24,-64.42,1992-05-14,0.0
443,Atlantic Ocean,0.144708,pieces/m3,Medium,36.24,-64.42,1992-05-14,0.0
444,Atlantic Ocean,0.009816,pieces/m3,Medium,37.73,-64.9,1992-05-14,0.0
445,Atlantic Ocean,0.01296,pieces/m3,Medium,37.73,-64.9,1992-05-14,0.0
446,Atlantic Ocean,0.0,pieces/m3,Very Low,38.73,-65.4,1992-05-14,0.0
447,Atlantic Ocean,0.032396,pieces/m3,Medium,38.73,-65.4,1992-05-14,0.0
448,Atlantic Ocean,0.032396,pieces/m3,Medium,39.33,-65.77,1992-05-15,0.0
449,Atlantic Ocean,0.0,pieces/m3,Very Low,39.33,-65.77,1992-05-15,0.0
450,Atlantic Ocean,0.01728,pieces/m3,Medium,40.18,-65.82,1992-05-15,0.0
451,Atlantic Ocean,0.0,pieces/m3,Very Low,40.18,-65.82,1992-05-15,0.0
452,Atlantic Ocean,0.00648,pieces/m3,Medium,39.1,-64.55,1992-05-15,0.0
453,Atlantic Ocean,0.01944,pieces/m3,Medium,39.1,-64.55,1992-05-15,0.0
454,Atlantic Ocean,0.00216,pieces/m3,Low,39.76,-65.0,1992-05-15,0.0
455,Atlantic Ocean,0.0,pieces/m3,Very Low,39.76,-65.0,1992-05-15,0.0
456,Atlantic Ocean,0.0,pieces/m3,Very Low,41.32,-66.1,1992-05-16,0.0
457,Atlantic Ocean,0.00864,pieces/m3,Medium,41.32,-66.1,1992-05-16,0.0
458,Atlantic Ocean,0.0,pieces/m3,Very Low,40.35,-65.54,1992-05-16,0.0
459,Atlantic Ocean,0.00216,pieces/m3,Low,40.35,-65.54,1992-05-16,0.0
460,Atlantic Ocean,0.0,pieces/m3,Very Low,41.58,-66.63,1992-05-16,0.0
462,Atlantic Ocean,0.0,pieces/m3,Very Low,42.0,-66.48,1992-05-17,0.0
464,Atlantic Ocean,0.01296,pieces/m3,Medium,41.03,-65.72,1992-07-18,0.0
465,Atlantic Ocean,0.00648,pieces/m3,Medium,40.47,-63.92,1992-07-18,0.0
466,Atlantic Ocean,0.0,pieces/m3,Very Low,40.47,-63.68,1992-07-19,0.0
467,Atlantic Ocean,0.00216,pieces/m3,Low,40.53,-62.1,1992-07-19,0.0
468,Atlantic Ocean,0.00216,pieces/m3,Low,41.17,-59.23,1992-07-20,0.0
469,Atlantic Ocean,0.001964,pieces/m3,Low,41.6,-56.83,1992-07-21,0.0
470,Atlantic Ocean,0.043196,pieces/m3,Medium,41.7,-54.15,1992-07-22,0.0
471,Atlantic Ocean,0.00378,pieces/m3,Low,41.56,-65.07,1992-08-16,0.0
472,Atlantic Ocean,0.0,pieces/m3,Very Low,41.56,-65.07,1992-08-16,0.0
473,Atlantic Ocean,0.0,pieces/m3,Very Low,38.48,-67.45,1992-10-16,0.0
474,Atlantic Ocean,0.0108,pieces/m3,Medium,38.48,-67.45,1992-10-16,0.0
475,Atlantic Ocean,0.0,pieces/m3,Very Low,40.78,-60.25,1992-10-17,0.0
477,Atlantic Ocean,0.00648,pieces/m3,Medium,38.13,-66.2,1992-10-17,0.0
478,Atlantic Ocean,0.0,pieces/m3,Very Low,38.13,-66.2,1992-10-17,0.0
479,Atlantic Ocean,0.0,pieces/m3,Very Low,37.43,-65.38,1992-10-17,0.0
480,Atlantic Ocean,0.01512,pieces/m3,Medium,37.43,-65.38,1992-10-17,0.0
481,Atlantic Ocean,0.0,pieces/m3,Very Low,38.2,-60.9,1992-10-19,0.0
483,Atlantic Ocean,0.02376,pieces/m3,Medium,33.0,-61.62,1992-10-20,0.0
484,Atlantic Ocean,0.00864,pieces/m3,Medium,33.53,-61.62,1992-10-20,0.0
485,Atlantic Ocean,0.008156,pieces/m3,Medium,36.3,-59.95,1992-10-20,0.0
486,Atlantic Ocean,0.0,pieces/m3,Very Low,36.3,-59.95,1992-10-20,0.0
487,Atlantic Ocean,0.00648,pieces/m3,Medium,32.53,-60.62,1992-10-21,0.0
488,Atlantic Ocean,0.049676,pieces/m3,Medium,33.05,-60.87,1992-10-21,0.0
489,Atlantic Ocean,0.02376,pieces/m3,Medium,33.07,-60.87,1992-10-21,0.0
490,Atlantic Ocean,0.01512,pieces/m3,Medium,32.53,-60.62,1992-10-21,0.0
491,Atlantic Ocean,0.018892,pieces/m3,Medium,35.73,-59.45,1992-10-21,0.0
492,Atlantic Ocean,0.074076,pieces/m3,Medium,35.73,-59.45,1992-10-21,0.0
493,Atlantic Ocean,0.01728,pieces/m3,Medium,32.47,-60.18,1992-10-22,0.0
494,Atlantic Ocean,0.034556,pieces/m3,Medium,34.12,-58.17,1992-10-22,0.0
495,Atlantic Ocean,0.129588,pieces/m3,Medium,34.12,-58.17,1992-10-22,0.0
496,Atlantic Ocean,0.045592,pieces/m3,Medium,35.05,-59.25,1992-10-22,0.0
497,Atlantic Ocean,0.051836,pieces/m3,Medium,30.03,-59.88,1992-10-24,0.0
498,Atlantic Ocean,0.097192,pieces/m3,Medium,30.03,-59.88,1992-10-24,0.0
499,Atlantic Ocean,0.088552,pieces/m3,Medium,30.9,-60.48,1992-10-24,0.0
500,Atlantic Ocean,0.110152,pieces/m3,Medium,30.9,-60.48,1992-10-24,0.0
501,Atlantic Ocean,0.040816,pieces/m3,Medium,31.47,-55.68,1992-10-24,0.0
502,Atlantic Ocean,0.034112,pieces/m3,Medium,31.47,-55.68,1992-10-24,0.0
503,Atlantic Ocean,0.032396,pieces/m3,Medium,29.3,-59.37,1992-10-25,0.0
505,Atlantic Ocean,0.23974,pieces/m3,Medium,28.73,-58.23,1992-10-25,0.0
506,Atlantic Ocean,0.064796,pieces/m3,Medium,28.73,-58.23,1992-10-25,0.0
507,Atlantic Ocean,0.19442,pieces/m3,Medium,30.45,-55.7,1992-10-25,0.0
508,Atlantic Ocean,0.079912,pieces/m3,Medium,29.67,-55.17,1992-10-25,0.0
509,Atlantic Ocean,0.028076,pieces/m3,Medium,29.67,-55.17,1992-10-25,0.0
510,Atlantic Ocean,0.139172,pieces/m3,Medium,30.45,-55.7,1992-10-25,0.0
511,Atlantic Ocean,0.088552,pieces/m3,Medium,28.25,-55.02,1992-10-26,0.0
512,Atlantic Ocean,0.181424,pieces/m3,Medium,28.25,-55.02,1992-10-26,0.0
513,Atlantic Ocean,0.014404,pieces/m3,Medium,27.32,-55.15,1992-10-26,0.0
514,Atlantic Ocean,0.048,pieces/m3,Medium,27.32,-55.15,1992-10-26,0.0
515,Atlantic Ocean,0.032396,pieces/m3,Medium,27.78,-57.62,1992-10-26,0.0
516,Atlantic Ocean,0.056156,pieces/m3,Medium,27.78,-57.62,1992-10-26,0.0
517,Atlantic Ocean,0.0,pieces/m3,Very Low,28.17,-57.8,1992-10-26,0.0
518,Atlantic Ocean,0.00432,pieces/m3,Low,28.17,-57.8,1992-10-26,0.0
519,Atlantic Ocean,0.025916,pieces/m3,Medium,25.58,-56.28,1992-10-27,0.0
520,Atlantic Ocean,0.003456,pieces/m3,Low,25.58,-56.28,1992-10-27,0.0
521,Atlantic Ocean,0.001392,pieces/m3,Low,26.05,-55.98,1992-10-27,0.0
522,Atlantic Ocean,0.10798,pieces/m3,Medium,26.05,-55.98,1992-10-27,0.0
523,Atlantic Ocean,0.038876,pieces/m3,Medium,25.93,-58.0,1992-10-27,0.0
524,Atlantic Ocean,0.041036,pieces/m3,Medium,25.93,-58.0,1992-10-27,0.0
525,Atlantic Ocean,0.025916,pieces/m3,Medium,26.98,-57.8,1992-10-27,0.0
526,Atlantic Ocean,0.028076,pieces/m3,Medium,26.98,-57.8,1992-10-27,0.0
527,Atlantic Ocean,0.00648,pieces/m3,Medium,24.33,-57.2,1992-10-28,0.0
528,Atlantic Ocean,0.00216,pieces/m3,Low,24.33,-57.2,1992-10-28,0.0
529,Atlantic Ocean,0.00864,pieces/m3,Medium,24.9,-58.1,1992-10-28,0.0
530,Atlantic Ocean,0.00648,pieces/m3,Medium,24.9,-58.1,1992-10-28,0.0
531,Atlantic Ocean,0.00864,pieces/m3,Medium,23.47,-58.37,1992-10-28,0.0
532,Atlantic Ocean,0.049676,pieces/m3,Medium,24.05,-58.13,1992-10-28,0.0
533,Atlantic Ocean,0.01296,pieces/m3,Medium,24.05,-58.13,1992-10-28,0.0
534,Atlantic Ocean,0.036716,pieces/m3,Medium,23.47,-58.37,1992-10-28,0.0
535,Atlantic Ocean,0.0027,pieces/m3,Low,23.53,-57.75,1992-10-29,0.0
536,Atlantic Ocean,0.043196,pieces/m3,Medium,23.53,-57.75,1992-10-29,0.0
537,Atlantic Ocean,0.0108,pieces/m3,Medium,22.4,-58.38,1992-10-29,0.0
538,Atlantic Ocean,0.01728,pieces/m3,Medium,22.4,-58.38,1992-10-29,0.0
539,Atlantic Ocean,0.0096,pieces/m3,Medium,21.82,-58.78,1992-10-29,0.0
540,Atlantic Ocean,0.019196,pieces/m3,Medium,21.82,-58.78,1992-10-29,0.0
541,Atlantic Ocean,0.043196,pieces/m3,Medium,20.98,-59.33,1992-10-30,0.0
542,Atlantic Ocean,0.034556,pieces/m3,Medium,20.98,-59.33,1992-10-30,0.0
543,Atlantic Ocean,0.00432,pieces/m3,Low,22.07,-59.27,1992-10-30,0.0
544,Atlantic Ocean,0.040792,pieces/m3,Medium,20.88,-59.15,1992-10-30,0.0
545,Atlantic Ocean,0.042252,pieces/m3,Medium,20.88,-59.15,1992-10-30,0.0
546,Atlantic Ocean,0.0,pieces/m3,Very Low,19.57,-59.48,1992-10-31,0.0
548,Atlantic Ocean,0.0,pieces/m3,Very Low,19.7,-59.35,1992-10-31,0.0
549,Atlantic Ocean,0.00432,pieces/m3,Low,19.7,-59.35,1992-10-31,0.0
550,Atlantic Ocean,0.034556,pieces/m3,Medium,18.83,-59.35,1992-10-31,0.0
551,Atlantic Ocean,0.00432,pieces/m3,Low,18.83,-59.35,1992-10-31,0.0
552,Atlantic Ocean,0.0,pieces/m3,Very Low,18.53,-59.6,1992-10-31,0.0
553,Atlantic Ocean,0.00432,pieces/m3,Low,18.53,-59.6,1992-10-31,0.0
554,Atlantic Ocean,0.009,pieces/m3,Medium,17.92,-59.75,1992-10-31,0.0
555,Atlantic Ocean,0.010284,pieces/m3,Medium,17.92,-59.75,1992-10-31,0.0
556,Atlantic Ocean,0.00864,pieces/m3,Medium,17.8,-59.43,1992-11-01,0.0
557,Atlantic Ocean,0.0,pieces/m3,Very Low,17.8,-59.43,1992-11-01,0.0
558,Atlantic Ocean,0.0,pieces/m3,Very Low,17.03,-59.57,1992-11-01,0.0
560,Atlantic Ocean,0.0,pieces/m3,Very Low,16.08,-59.95,1992-11-01,0.0
562,Atlantic Ocean,0.0,pieces/m3,Very Low,16.57,-60.48,1992-11-01,0.0
563,Atlantic Ocean,0.0027,pieces/m3,Low,16.57,-60.48,1992-11-01,0.0
564,Atlantic Ocean,0.0,pieces/m3,Very Low,14.77,-60.55,1992-11-02,0.0
566,Atlantic Ocean,0.00432,pieces/m3,Low,14.58,-61.33,1992-11-03,0.0
567,Atlantic Ocean,0.00648,pieces/m3,Medium,14.58,-61.33,1992-11-03,0.0
568,Atlantic Ocean,0.00216,pieces/m3,Low,15.0,-61.4,1992-11-05,0.0
569,Atlantic Ocean,0.0,pieces/m3,Very Low,13.72,-60.68,1992-11-06,0.0
571,Atlantic Ocean,0.034556,pieces/m3,Medium,12.92,-61.08,1992-11-06,0.0
572,Atlantic Ocean,0.00288,pieces/m3,Low,12.92,-61.08,1992-11-06,0.0
573,Atlantic Ocean,0.0,pieces/m3,Very Low,14.23,-61.18,1992-11-06,0.0
575,Atlantic Ocean,0.00216,pieces/m3,Low,13.35,-61.38,1992-11-07,0.0
577,Atlantic Ocean,0.0,pieces/m3,Very Low,12.32,-61.88,1992-11-08,0.0
578,Atlantic Ocean,0.0,pieces/m3,Very Low,11.72,-61.9,1992-11-08,0.0
581,Atlantic Ocean,0.0,pieces/m3,Very Low,14.85,-62.38,1992-11-17,0.0
582,Atlantic Ocean,0.036004,pieces/m3,Medium,14.85,-62.38,1992-11-17,0.0
583,Atlantic Ocean,0.0,pieces/m3,Very Low,16.73,-63.68,1992-11-18,0.0
585,Atlantic Ocean,0.005764,pieces/m3,Medium,15.87,-63.03,1992-11-18,0.0
586,Atlantic Ocean,0.0,pieces/m3,Very Low,15.87,-63.03,1992-11-18,0.0
587,Atlantic Ocean,0.0,pieces/m3,Very Low,17.3,-64.4,1992-11-19,0.0
588,Atlantic Ocean,0.00864,pieces/m3,Medium,17.3,-64.4,1992-11-19,0.0
589,Atlantic Ocean,0.0,pieces/m3,Very Low,18.53,-64.4,1992-11-30,0.0
590,Atlantic Ocean,0.062636,pieces/m3,Medium,17.25,-64.35,1992-12-01,0.0
591,Atlantic Ocean,0.00216,pieces/m3,Low,17.22,-63.45,1992-12-02,0.0
592,Atlantic Ocean,0.0,pieces/m3,Very Low,16.8,-64.2,1992-12-02,0.0
593,Atlantic Ocean,0.0,pieces/m3,Very Low,15.23,-62.78,1992-12-03,0.0
594,Atlantic Ocean,0.0,pieces/m3,Very Low,16.48,-63.15,1992-12-03,0.0
595,Atlantic Ocean,0.0,pieces/m3,Very Low,15.83,-62.93,1992-12-03,0.0
596,Atlantic Ocean,0.00648,pieces/m3,Medium,14.47,-62.6,1992-12-04,0.0
597,Atlantic Ocean,0.00864,pieces/m3,Medium,13.65,-62.47,1992-12-04,0.0
598,Atlantic Ocean,0.0,pieces/m3,Very Low,14.23,-62.67,1992-12-04,0.0
599,Atlantic Ocean,0.0,pieces/m3,Very Low,15.08,-63.07,1992-12-04,0.0
600,Atlantic Ocean,0.0,pieces/m3,Very Low,13.25,-62.0,1992-12-05,0.0
601,Atlantic Ocean,0.0,pieces/m3,Very Low,12.67,-61.53,1992-12-05,0.0
602,Atlantic Ocean,0.0,pieces/m3,Very Low,12.73,-61.7,1992-12-08,0.0
603,Atlantic Ocean,0.0,pieces/m3,Very Low,12.2,-62.4,1992-12-09,0.0
604,Atlantic Ocean,0.0,pieces/m3,Very Low,11.5,-63.38,1992-12-10,0.0
605,Atlantic Ocean,0.00864,pieces/m3,Medium,10.88,-63.73,1992-12-10,0.0
606,Atlantic Ocean,0.0,pieces/m3,Very Low,11.28,-63.53,1992-12-11,0.0
607,Atlantic Ocean,0.00648,pieces/m3,Medium,10.55,-64.68,1992-12-12,0.0
608,Atlantic Ocean,0.0,pieces/m3,Very Low,10.85,-64.43,1992-12-12,0.0
609,Atlantic Ocean,0.058316,pieces/m3,Medium,10.98,-65.1,1992-12-13,0.0
610,Atlantic Ocean,0.00432,pieces/m3,Low,11.3,-66.55,1992-12-16,0.0
611,Atlantic Ocean,0.0,pieces/m3,Very Low,10.53,-75.92,1993-02-27,0.0
613,Atlantic Ocean,0.028076,pieces/m3,Medium,37.75,-66.67,1993-10-19,0.0
614,Atlantic Ocean,0.039284,pieces/m3,Medium,36.22,-65.38,1993-10-20,0.0
615,Atlantic Ocean,0.03142,pieces/m3,Medium,36.22,-65.38,1993-10-20,0.0
616,Atlantic Ocean,0.125268,pieces/m3,Medium,35.8,-63.25,1993-10-20,0.0
617,Atlantic Ocean,0.091364,pieces/m3,Medium,35.8,-63.25,1993-10-20,0.0
618,Atlantic Ocean,0.01728,pieces/m3,Medium,36.45,-63.43,1993-10-20,0.0
619,Atlantic Ocean,0.082072,pieces/m3,Medium,36.45,-63.43,1993-10-20,0.0
620,Atlantic Ocean,0.01728,pieces/m3,Medium,36.87,-64.17,1993-10-20,0.0
622,Atlantic Ocean,0.194332,pieces/m3,Medium,34.6,-65.2,1993-10-21,0.0
623,Atlantic Ocean,0.097912,pieces/m3,Medium,34.6,-65.2,1993-10-21,0.0
624,Atlantic Ocean,0.045356,pieces/m3,Medium,33.55,-61.18,1993-10-22,0.0
625,Atlantic Ocean,0.194384,pieces/m3,Medium,33.55,-61.18,1993-10-22,0.0
626,Atlantic Ocean,0.057604,pieces/m3,Medium,32.68,-62.07,1993-10-22,0.0
627,Atlantic Ocean,0.122412,pieces/m3,Medium,32.68,-62.07,1993-10-22,0.0
